variant_id,product_id,size,color,stock
3270,1312,M,Green,147
3271,1312,XL,Green,153
3272,1312,L,Red,180
3273,1313,L,Green,102
3274,1313,S,Blue,38
3275,1314,S,Red,117
3276,1314,XL,Green,105
3277,1314,S,Black,1
3278,1314,M,Black,5
3279,1315,S,Yellow,114
3280,1315,XL,White,170
3281,1315,L,Green,110
3282,1315,L,White,45
3283,1316,XL,Red,126
3284,1316,XL,White,147
3285,1317,L,Black,36
3286,1318,L,Black,198
3287,1318,XL,Red,77
3288,1319,M,Green,3
3289,1320,S,Yellow,54
3290,1321,M,White,86
3291,1321,L,Black,122
3292,1321,XL,Blue,77
3293,1321,S,Yellow,44
3294,1322,M,Yellow,156
3295,1322,S,Blue,66
3296,1323,S,White,9
3297,1323,L,Yellow,131
3298,1324,S,White,170
3299,1324,M,Black,191
3300,1325,L,Blue,44
3301,1325,S,White,103
3302,1326,XL,White,146
3303,1327,S,Green,118
3304,1327,XL,Blue,114
3305,1327,M,Black,48
3306,1328,L,Red,185
3307,1329,S,Black,190
3308,1329,M,White,148
3309,1330,M,Black,164
3310,1330,S,Blue,70
3311,1330,XL,Green,51
3312,1331,M,Red,132
3313,1331,M,Red,150
3314,1331,M,Red,116
3315,1332,M,Red,17
3316,1332,L,Blue,49
3317,1332,S,Blue,149
3318,1332,S,Black,93
3319,1333,XL,Red,147
3320,1334,XL,White,164
3321,1334,L,Green,39
3322,1334,S,Black,118
3323,1335,L,Yellow,192
3324,1335,XL,Green,118
3325,1335,S,Red,27
3326,1336,S,Red,125
3327,1336,XL,Green,14
3328,1337,M,Black,41
3329,1337,XL,Black,28
3330,1337,XL,Green,166
3331,1337,L,Blue,173
3332,1338,XL,Yellow,126
3333,1338,XL,Red,98
3334,1338,S,Green,121
3335,1339,M,Green,34
3336,1339,L,Black,32
3337,1339,M,Blue,132
3338,1340,XL,Red,182
3339,1340,L,Green,116
3340,1340,XL,White,135
3341,1340,M,Blue,127
3342,1341,S,Green,80
3343,1342,L,White,107
3344,1342,S,Green,8
3345,1343,L,Blue,48
3346,1343,S,Yellow,108
3347,1343,M,Red,79
3348,1343,XL,Green,160
3349,1344,XL,Red,65
3350,1345,L,White,162
3351,1346,S,Green,164
3352,1346,M,Black,25
3353,1346,M,Yellow,17
3354,1346,XL,White,6
3355,1347,L,Red,38
3356,1347,M,Black,199
3357,1347,M,Black,36
3358,1347,S,Yellow,38
3359,1348,M,Blue,164
3360,1349,XL,White,44
3361,1349,XL,Yellow,178
3362,1349,M,Black,167
3363,1349,XL,Green,140
3364,1350,M,Green,136
3365,1350,L,White,0
3366,1351,M,White,109
3367,1351,S,Green,89
3368,1351,XL,Blue,186
3369,1351,XL,White,17
3370,1352,XL,Green,176
3371,1353,XL,Yellow,65
3372,1353,XL,Green,17
3373,1353,XL,Yellow,84
3374,1353,M,Green,138
3375,1354,XL,Red,180
3376,1355,XL,Green,80
3377,1356,XL,Black,77
3378,1356,XL,Black,143
3379,1356,S,Yellow,54
3380,1356,XL,Black,66
3381,1357,M,White,54
3382,1358,XL,Red,155
3383,1358,L,Yellow,23
3384,1358,L,Yellow,93
3385,1358,XL,Red,72
3386,1359,S,White,57
3387,1359,XL,Blue,105
3388,1359,M,Yellow,124
3389,1360,S,White,178
3390,1361,S,Blue,172
3391,1361,XL,Red,138
3392,1361,S,Yellow,8
3393,1361,S,Blue,167
3394,1362,S,Black,14
3395,1363,S,Red,177
3396,1363,L,White,171
3397,1363,M,Black,144
3398,1363,S,Green,199
3399,1364,M,Black,158
3400,1365,XL,Green,161
3401,1366,S,Black,136
3402,1366,L,Blue,159
3403,1366,L,Red,123
3404,1367,S,Green,97
3405,1367,M,White,55
3406,1368,S,Yellow,103
3407,1369,M,Black,57
3408,1369,XL,Green,196
3409,1369,M,Green,198
3410,1370,L,White,190
3411,1370,L,White,188
3412,1370,S,White,55
3413,1370,XL,White,120
3414,1371,L,Red,104
3415,1371,M,Black,2
3416,1371,L,Green,75
3417,1371,M,Red,200
3418,1372,XL,Red,89
3419,1373,S,Green,123
3420,1373,M,Black,142
3421,1373,XL,Black,20
3422,1373,M,Red,52
3423,1374,XL,Red,72
3424,1374,S,Yellow,45
3425,1374,XL,Blue,44
3426,1375,M,White,198
3427,1376,S,Green,109
3428,1376,L,Blue,167
3429,1377,L,Blue,55
3430,1377,S,White,102
3431,1377,M,Green,151
3432,1378,S,Blue,60
3433,1378,M,Blue,155
3434,1379,L,Black,24
3435,1379,M,White,159
3436,1379,XL,Yellow,148
3437,1380,M,Green,83
3438,1380,M,Green,196
3439,1380,L,Blue,90
3440,1381,M,Green,164
3441,1381,L,Yellow,144
3442,1381,XL,Yellow,129
3443,1382,XL,Blue,159
3444,1382,M,Black,50
3445,1383,S,Blue,79
3446,1383,XL,Yellow,13
3447,1383,S,Green,160
3448,1383,L,Black,64
3449,1384,L,Red,26
3450,1384,M,Green,113
3451,1385,S,Red,81
3452,1386,L,Red,74
3453,1386,S,Red,113
3454,1386,M,White,126
3455,1387,M,Green,177
3456,1387,L,Green,36
3457,1388,M,Blue,11
3458,1389,M,Red,52
3459,1389,S,White,149
3460,1389,S,Black,4
3461,1390,L,Red,69
3462,1390,M,Yellow,168
3463,1390,M,Green,45
3464,1391,XL,Yellow,146
3465,1392,S,Black,149
3466,1392,M,Yellow,198
3467,1393,S,Yellow,169
3468,1394,S,White,2
3469,1395,XL,Green,13
3470,1395,L,Green,127
3471,1396,XL,Red,122
3472,1396,L,Black,86
3473,1396,S,Red,38
3474,1396,L,White,10
3475,1397,XL,Red,1
3476,1397,S,Blue,161
3477,1397,S,Blue,153
3478,1397,L,Green,194
3479,1398,M,Black,10
3480,1399,S,Red,19
3481,1399,XL,Blue,137
3482,1399,S,Blue,97
3483,1399,L,Green,2
3484,1400,XL,Green,48
3485,1400,XL,Blue,104
3486,1401,M,Red,101
3487,1401,S,Blue,56
3488,1401,S,Red,72
3489,1401,S,Red,70
3490,1402,M,Green,182
3491,1402,M,Green,71
3492,1403,L,White,71
3493,1404,XL,Red,81
3494,1404,XL,Red,64
3495,1405,M,Black,4
3496,1406,M,Green,109
3497,1407,S,Yellow,195
3498,1407,L,Yellow,11
3499,1408,L,Black,180
3500,1408,L,Blue,82
3501,1408,XL,Red,117
3502,1409,S,White,185
3503,1409,XL,Blue,11
3504,1409,S,Green,119
3505,1409,M,White,160
3506,1410,L,Red,159
3507,1410,XL,White,177
3508,1410,S,Black,142
3509,1410,XL,Yellow,108
3510,1411,L,Black,15
3511,1411,S,Green,128
3512,1412,L,Red,153
3513,1412,XL,Blue,154
3514,1412,L,White,139
3515,1413,XL,Black,146
3516,1413,S,Green,84
3517,1413,S,Green,95
3518,1413,XL,Red,100
3519,1414,S,Yellow,102
3520,1414,M,Black,59
3521,1414,L,Red,131
3522,1414,S,Green,135
3523,1415,M,Red,141
3524,1416,M,Green,138
3525,1416,L,Yellow,178
3526,1416,M,Red,62
3527,1416,M,Green,72
3528,1417,M,Yellow,82
3529,1417,M,Blue,200
3530,1417,M,Black,11
3531,1418,XL,Red,143
3532,1418,XL,Green,98
3533,1418,L,Blue,65
3534,1419,XL,Blue,23
3535,1420,L,Red,199
3536,1420,L,Yellow,66
3537,1421,XL,Black,14
3538,1422,XL,Yellow,139
3539,1423,S,White,62
3540,1423,M,Blue,183
3541,1423,M,Black,31
3542,1424,M,Green,3
3543,1424,S,Red,196
3544,1425,XL,Green,7
3545,1425,M,Red,82
3546,1425,S,White,179
3547,1425,S,Black,50
3548,1426,S,Black,157
3549,1426,XL,Green,4
3550,1426,L,Red,164
3551,1427,XL,Green,187
3552,1427,S,Green,148
3553,1427,L,White,61
3554,1428,S,White,2
3555,1428,XL,Blue,17
3556,1429,M,Red,43
3557,1430,M,Black,45
3558,1430,XL,Green,150
3559,1431,S,Yellow,9
3560,1431,L,Black,4
3561,1432,M,Black,5
3562,1432,L,Green,131
3563,1432,L,Yellow,49
3564,1432,M,Green,98
3565,1433,S,Black,153
3566,1433,L,Green,128
3567,1434,S,White,7
3568,1434,M,White,130
3569,1434,S,Green,141
3570,1435,M,Red,162
3571,1435,M,Green,55
3572,1435,M,Blue,46
3573,1435,S,Red,68
3574,1436,L,Yellow,0
3575,1437,M,White,59
3576,1437,S,White,175
3577,1437,XL,Blue,181
3578,1437,XL,White,69
3579,1438,M,Green,184
3580,1438,S,Black,71
3581,1438,S,White,183
3582,1439,M,Yellow,87
3583,1439,L,Red,29
3584,1439,S,Black,31
3585,1440,M,Red,97
3586,1440,L,Blue,181
3587,1440,L,Green,99
3588,1440,L,Yellow,72
3589,1441,S,Red,2
3590,1441,S,Red,10
3591,1442,L,Black,32
3592,1443,L,Red,65
3593,1443,M,Green,168
3594,1443,L,Black,108
3595,1444,XL,White,57
3596,1444,XL,Red,17
3597,1445,S,Yellow,19
3598,1446,S,White,36
3599,1446,S,White,164
3600,1446,XL,Yellow,32
3601,1447,XL,Yellow,188
3602,1447,M,Black,94
3603,1447,L,Black,155
3604,1447,XL,Green,24
3605,1448,S,Black,41
3606,1449,M,Black,83
3607,1450,XL,Blue,128
3608,1450,M,Green,168
3609,1451,L,Black,131
3610,1452,XL,White,79
3611,1453,L,White,199
3612,1454,M,Yellow,53
3613,1454,L,Red,166
3614,1454,L,Black,120
3615,1454,L,Green,139
3616,1455,M,Red,138
3617,1455,M,Black,67
3618,1455,S,White,131
3619,1456,L,Blue,66
3620,1457,M,Black,70
3621,1457,S,Green,74
3622,1457,M,Red,135
3623,1458,XL,White,82
3624,1458,L,White,173
3625,1458,M,White,21
3626,1459,L,Yellow,40
3627,1459,S,White,13
3628,1460,M,Green,150
3629,1460,S,White,134
3630,1461,S,Blue,9
3631,1461,L,Red,183
3632,1461,S,Green,66
3633,1461,M,Red,120
3634,1462,L,Green,16
3635,1462,L,Blue,42
3636,1463,XL,Blue,88
3637,1463,M,Red,35
3638,1463,L,Red,47
3639,1463,XL,Black,131
3640,1464,XL,Blue,0
3641,1464,M,Blue,159
3642,1464,XL,Yellow,18
3643,1464,S,Green,180
3644,1465,L,Yellow,51
3645,1465,XL,Green,101
3646,1465,M,Yellow,197
3647,1466,L,White,55
3648,1466,M,Yellow,199
3649,1467,M,Green,62
3650,1467,M,Yellow,115
3651,1467,L,Yellow,13
3652,1467,S,Black,78
3653,1468,L,Green,169
3654,1469,M,Blue,186
3655,1469,L,Red,154
3656,1469,XL,Blue,4
3657,1470,XL,White,140
3658,1470,S,Green,39
3659,1470,XL,Green,21
3660,1471,M,Red,74
3661,1471,L,Black,180
3662,1471,S,Black,11
3663,1472,XL,Yellow,194
3664,1472,S,Blue,107
3665,1473,L,White,42
3666,1473,L,Blue,105
3667,1474,XL,Green,139
3668,1474,M,White,181
3669,1474,L,Yellow,158
3670,1474,S,White,28
3671,1475,XL,White,32
3672,1475,L,Blue,49
3673,1475,XL,White,106
3674,1475,XL,Black,137
3675,1476,S,Red,68
3676,1476,XL,Blue,81
3677,1476,S,Green,56
3678,1477,M,Yellow,43
3679,1477,XL,Red,7
3680,1478,M,Green,1
3681,1479,M,Yellow,0
3682,1479,M,White,100
3683,1479,S,Green,92
3684,1479,M,Green,38
3685,1480,S,Green,56
3686,1480,XL,White,143
3687,1481,M,Green,62
3688,1481,L,Black,54
3689,1482,M,Yellow,84
3690,1482,M,White,68
3691,1483,M,White,187
3692,1483,M,White,99
3693,1484,S,Blue,175
3694,1484,M,Green,8
3695,1485,L,Black,90
3696,1485,S,Red,42
3697,1485,L,Red,60
3698,1486,S,Yellow,146
3699,1486,L,Blue,134
3700,1487,L,Black,94
3701,1487,S,Yellow,161
3702,1487,L,White,191
3703,1487,L,Green,103
3704,1488,S,Black,185
3705,1489,M,Blue,110
3706,1489,L,White,60
3707,1489,M,Yellow,155
3708,1489,XL,Yellow,33
3709,1490,L,Black,79
3710,1491,L,Green,76
3711,1491,M,Blue,102
3712,1492,L,Black,57
3713,1492,L,Blue,163
3714,1493,S,Yellow,63
3715,1493,M,Black,136
3716,1493,L,Black,159
3717,1493,L,Red,51
3718,1494,L,White,165
3719,1494,XL,Red,22
3720,1494,S,Green,145
3721,1495,XL,Blue,159
3722,1495,L,Yellow,193
3723,1496,S,Red,40
3724,1497,S,Green,84
3725,1497,S,Green,6
3726,1498,L,Blue,9
3727,1499,S,Black,10
3728,1500,L,Red,173
3729,1500,L,Red,90
3730,1501,M,Green,40
3731,1501,S,Yellow,154
3732,1501,L,Yellow,100
3733,1502,L,White,137
3734,1502,M,Black,81
3735,1503,L,Red,70
3736,1503,M,Red,27
3737,1504,L,Black,17
3738,1505,M,Yellow,84
3739,1505,XL,White,123
3740,1505,XL,Black,108
3741,1506,S,White,191
3742,1506,M,White,100
3743,1506,XL,Yellow,70
3744,1506,L,Blue,141
3745,1507,XL,Green,35
3746,1507,L,Blue,44
3747,1508,XL,White,36
3748,1508,XL,White,182
3749,1508,XL,Blue,78
3750,1509,L,Black,47
3751,1510,S,White,153
3752,1510,XL,White,73
3753,1510,M,Green,157
3754,1510,XL,Blue,56
3755,1511,XL,Yellow,197
3756,1512,L,White,47
3757,1512,S,Blue,141
3758,1512,XL,White,82
3759,1512,XL,Blue,93
3760,1513,XL,Yellow,98
3761,1513,S,Black,193
3762,1514,L,White,150
3763,1515,S,White,113
3764,1515,M,Black,118
3765,1515,M,Red,175
3766,1515,M,Green,91
3767,1516,S,Yellow,25
3768,1516,S,Blue,60
3769,1516,S,Yellow,200
3770,1517,L,Green,159
3771,1518,M,Black,10
3772,1518,L,Blue,48
3773,1518,XL,White,160
3774,1519,L,White,182
3775,1519,XL,Yellow,102
3776,1519,XL,Black,32
3777,1520,L,Black,0
3778,1520,XL,Yellow,108
3779,1520,S,White,4
3780,1521,XL,Black,165
3781,1521,XL,Red,190
3782,1521,M,Black,105
3783,1522,M,Yellow,56
3784,1522,L,Red,55
3785,1523,XL,Red,123
3786,1523,XL,Blue,101
3787,1523,L,Yellow,30
3788,1524,M,Yellow,22
3789,1524,L,Black,18
3790,1524,M,Red,133
3791,1525,L,Red,112
3792,1526,S,Blue,101
3793,1527,S,Blue,49
3794,1527,XL,Red,35
3795,1528,XL,Blue,151
3796,1529,M,White,17
3797,1529,M,Yellow,10
3798,1529,M,Green,139
3799,1529,L,White,125
3800,1530,L,Blue,175
3801,1530,M,White,44
3802,1530,XL,Yellow,105
3803,1530,M,White,171
3804,1531,S,Black,113
3805,1531,L,Blue,128
3806,1531,XL,Black,99
3807,1531,L,Yellow,183
3808,1532,XL,Yellow,80
3809,1532,L,White,172
3810,1532,M,Yellow,70
3811,1532,S,Green,144
3812,1533,XL,Yellow,183
3813,1533,S,White,22
3814,1533,S,Black,114
3815,1533,XL,Blue,139
3816,1534,M,Red,200
3817,1534,M,Black,185
3818,1534,XL,Green,56
3819,1534,L,Yellow,29
3820,1535,S,Black,140
3821,1536,S,Green,43
3822,1536,M,Red,66
3823,1536,XL,Black,124
3824,1537,M,Yellow,130
3825,1538,L,Blue,64
3826,1538,S,Green,114
3827,1538,XL,Green,184
3828,1539,XL,Yellow,50
3829,1539,M,Blue,23
3830,1540,M,Red,19
3831,1541,S,Green,178
3832,1541,L,Blue,99
3833,1541,S,Red,82
3834,1541,L,Green,165
3835,1542,L,White,135
3836,1542,XL,White,7
3837,1542,L,White,82
3838,1543,M,White,101
3839,1543,S,Blue,117
3840,1543,L,Red,182
3841,1543,XL,White,95
3842,1544,L,White,16
3843,1544,S,Yellow,83
3844,1544,XL,Green,127
3845,1544,L,Yellow,123
3846,1545,M,Green,51
3847,1545,S,Red,187
3848,1546,L,Black,183
3849,1546,S,White,134
3850,1546,L,Red,40
3851,1546,XL,Green,163
3852,1547,L,Green,106
3853,1548,S,Green,107
3854,1548,XL,Blue,69
3855,1548,M,Black,127
3856,1549,XL,Yellow,74
3857,1550,L,Green,159
3858,1550,S,White,130
3859,1550,L,Blue,155
3860,1550,XL,Blue,123
3861,1551,XL,Blue,21
3862,1552,L,Black,30
3863,1553,XL,Yellow,76
3864,1553,L,White,151
3865,1553,S,Black,71
3866,1553,M,Blue,98
3867,1554,S,Green,140
3868,1554,XL,Yellow,11
3869,1554,M,Black,49
3870,1555,XL,Black,138
3871,1555,M,Yellow,146
3872,1555,M,Red,106
3873,1556,S,Green,118
3874,1557,L,Yellow,179
3875,1557,S,Black,97
3876,1557,M,White,152
3877,1558,S,Yellow,163
3878,1558,M,Green,114
3879,1558,S,Yellow,148
3880,1558,L,Green,188
3881,1559,XL,White,167
3882,1559,L,Green,162
3883,1559,S,Black,193
3884,1560,M,Black,179
3885,1560,S,Blue,166
3886,1560,S,Yellow,41
3887,1560,XL,Black,97
3888,1561,XL,Red,165
3889,1561,S,Red,155
3890,1561,S,Red,185
3891,1561,M,Red,99
3892,1562,S,Green,42
3893,1562,S,Red,105
3894,1562,S,Green,93
3895,1562,XL,Green,141
3896,1563,L,White,87
3897,1563,M,Black,92
3898,1564,XL,Yellow,10
3899,1564,S,White,169
3900,1564,M,Blue,72
3901,1565,M,White,7
3902,1565,M,Red,25
3903,1565,L,Red,143
3904,1565,M,Yellow,11
3905,1566,M,Green,190
3906,1566,M,Blue,22
3907,1567,S,White,83
3908,1567,M,Red,178
3909,1568,M,Yellow,88
3910,1569,L,Green,21
3911,1569,XL,Yellow,164
3912,1569,S,Black,159
3913,1569,S,Yellow,62
3914,1570,M,Yellow,175
3915,1570,M,Yellow,91
3916,1570,M,Yellow,93
3917,1570,XL,Red,64
3918,1571,L,Green,47
3919,1572,XL,Green,117
3920,1573,L,Green,160
3921,1573,L,Blue,11
3922,1573,M,Green,132
3923,1574,M,Yellow,79
3924,1575,L,Black,152
3925,1575,XL,Blue,1
3926,1576,S,Green,80
3927,1577,XL,Yellow,93
3928,1577,L,Yellow,82
3929,1577,M,Black,86
3930,1577,S,White,98
3931,1578,L,Black,6
3932,1578,M,Blue,191
3933,1578,XL,White,189
3934,1578,M,Green,26
3935,1579,S,White,164
3936,1580,XL,Black,104
3937,1580,S,Black,67
3938,1580,XL,Blue,69
3939,1581,L,Blue,134
3940,1582,M,Black,10
3941,1582,M,Blue,14
3942,1582,XL,Black,24
3943,1583,L,Green,135
3944,1584,L,Yellow,169
3945,1584,L,Blue,16
3946,1584,L,Red,75
3947,1585,XL,Green,102
3948,1585,L,Yellow,62
3949,1585,L,Red,112
3950,1586,M,Red,88
3951,1586,S,Blue,120
3952,1586,XL,Black,138
3953,1587,S,Blue,53
3954,1587,M,Red,61
3955,1587,L,Black,194
3956,1587,L,Blue,94
3957,1588,L,White,131
3958,1588,L,Yellow,153
3959,1589,L,Red,179
3960,1590,L,Blue,109
3961,1590,S,Red,58
3962,1590,S,Red,55
3963,1590,S,Yellow,47
3964,1591,M,Green,195
3965,1591,L,White,37
3966,1591,S,Blue,119
3967,1591,L,Green,117
3968,1592,L,Blue,89
3969,1593,M,Yellow,113
3970,1593,XL,Black,40
3971,1594,XL,Red,31
3972,1594,XL,Green,13
3973,1594,S,White,124
3974,1594,L,White,64
3975,1595,M,Green,27
3976,1595,L,Black,183
3977,1595,S,Yellow,151
3978,1596,XL,Red,189
3979,1596,XL,Black,76
3980,1597,M,Yellow,140
3981,1597,XL,Green,80
3982,1597,L,Green,43
3983,1598,M,Green,54
3984,1598,XL,Yellow,166
3985,1599,L,Red,114
3986,1599,XL,Yellow,166
3987,1600,M,Red,49
3988,1601,XL,Green,32
3989,1601,M,White,82
3990,1601,L,Green,133
3991,1602,S,Black,160
3992,1602,S,Red,22
3993,1602,M,Yellow,146
3994,1602,L,Blue,41
3995,1603,S,Black,118
3996,1603,L,Blue,9
3997,1604,M,Red,6
3998,1604,S,White,27
3999,1605,L,Blue,71
4000,1605,XL,Black,115
4001,1606,S,Blue,82
4002,1606,S,Green,147
4003,1607,M,Green,113
4004,1607,XL,Blue,54
4005,1607,L,White,19
4006,1607,S,Black,80
4007,1608,S,Black,70
4008,1608,L,Yellow,17
4009,1608,M,Red,181
4010,1608,L,White,184
4011,1609,S,Red,181
4012,1609,XL,Blue,176
4013,1609,M,Green,6
4014,1610,M,Green,79
4015,1610,M,Green,123
4016,1610,S,Yellow,51
4017,1610,L,Black,84
4018,1611,L,White,55
4019,1611,S,Blue,164
4020,1611,S,Green,115
4021,1612,M,Yellow,152
4022,1612,S,Red,160
4023,1612,XL,Green,197
4024,1612,L,White,15
4025,1613,L,Black,91
4026,1613,L,Red,180
4027,1613,XL,Black,79
4028,1613,S,Red,149
4029,1614,L,Red,72
4030,1614,L,Yellow,43
4031,1614,XL,Yellow,114
4032,1614,L,White,69
4033,1615,S,Red,24
4034,1615,XL,Black,97
4035,1615,L,Black,69
4036,1615,M,Black,172
4037,1616,S,Green,141
4038,1616,L,White,4
4039,1616,XL,Blue,137
4040,1617,XL,Yellow,47
4041,1618,L,Black,159
4042,1618,L,Black,95
4043,1619,S,Green,101
4044,1619,XL,White,98
4045,1619,XL,Black,92
4046,1620,S,Black,41
4047,1620,S,Red,199
4048,1621,S,White,94
4049,1621,XL,Green,61
4050,1621,L,Yellow,83
4051,1622,M,Black,117
4052,1622,M,Red,116
4053,1622,S,Green,66
4054,1622,S,White,5
4055,1623,M,Black,179
4056,1624,S,Yellow,55
4057,1624,S,Blue,129
4058,1624,L,Blue,55
4059,1624,XL,Green,57
4060,1625,S,Red,25
4061,1625,L,Blue,48
4062,1625,S,White,15
4063,1625,M,Blue,122
4064,1626,XL,Yellow,73
4065,1626,M,Red,168
4066,1626,M,Red,134
4067,1626,XL,Green,131
4068,1627,S,Blue,117
4069,1627,M,Red,36
4070,1627,S,White,53
4071,1627,XL,Red,182
4072,1628,XL,Blue,72
4073,1628,L,White,187
4074,1628,XL,Black,188
4075,1628,XL,Red,114
4076,1629,XL,Red,87
4077,1629,M,Yellow,31
4078,1630,L,Blue,4
4079,1630,L,Black,170
4080,1630,M,Yellow,157
4081,1630,L,Red,114
4082,1631,XL,Black,14
4083,1632,XL,Red,88
4084,1632,M,Green,27
4085,1632,M,Blue,82
4086,1632,M,Black,26
4087,1633,M,Red,163
4088,1633,S,White,56
4089,1633,S,Yellow,67
4090,1633,L,Yellow,123
4091,1634,M,Red,132
4092,1635,XL,Green,102
4093,1636,S,Red,145
4094,1636,XL,White,140
4095,1637,S,Blue,156
4096,1638,L,Black,126
4097,1638,L,Green,49
4098,1638,S,Yellow,34
4099,1639,S,Blue,194
4100,1639,M,Black,122
4101,1640,M,Red,137
4102,1640,XL,Green,108
4103,1641,S,Black,16
4104,1641,XL,White,62
4105,1641,L,Yellow,30
4106,1641,L,White,50
4107,1642,L,Green,165
4108,1643,M,White,68
4109,1643,XL,Red,64
4110,1644,XL,Yellow,65
4111,1645,S,Red,149
4112,1645,XL,White,189
4113,1645,L,Blue,59
4114,1646,XL,Green,27
4115,1646,XL,Black,159
4116,1646,L,Blue,151
4117,1647,XL,Yellow,153
4118,1647,L,White,45
4119,1647,L,Yellow,3
4120,1647,XL,Black,51
4121,1648,S,White,139
4122,1648,S,White,152
4123,1648,XL,Yellow,184
4124,1649,S,White,154
4125,1649,L,Red,151
4126,1650,XL,Black,170
4127,1650,XL,Blue,31
4128,1651,M,Red,4
4129,1651,XL,Blue,46
4130,1652,L,Red,153
4131,1652,L,Red,199
4132,1652,M,Yellow,157
4133,1652,L,Red,131
4134,1653,S,Black,133
4135,1653,S,Black,112
4136,1653,XL,Blue,70
4137,1654,M,Yellow,92
4138,1654,L,Yellow,16
4139,1654,L,Blue,181
4140,1655,L,White,116
4141,1655,L,Blue,80
4142,1655,S,Green,52
4143,1656,L,Blue,18
4144,1656,S,White,58
4145,1656,XL,Green,154
4146,1656,XL,Green,121
4147,1657,XL,Yellow,104
4148,1657,XL,Black,80
4149,1657,L,Blue,188
4150,1657,S,Black,6
4151,1658,XL,Blue,5
4152,1658,M,Green,36
4153,1658,S,Yellow,67
4154,1659,S,Yellow,83
4155,1660,XL,White,118
4156,1660,M,White,159
4157,1661,S,Black,107
4158,1662,S,Red,76
4159,1662,S,Yellow,40
4160,1663,M,Red,148
4161,1663,L,Yellow,122
4162,1663,S,Red,18
4163,1663,S,White,165
4164,1664,L,Red,158
4165,1664,M,Blue,73
4166,1664,M,Blue,59
4167,1664,L,Green,128
4168,1665,XL,Black,88
4169,1665,L,Red,116
4170,1665,L,Green,138
4171,1665,M,Red,4
4172,1666,L,Yellow,92
4173,1666,L,Black,185
4174,1666,S,Yellow,133
4175,1666,XL,Red,31
4176,1667,M,Black,184
4177,1667,M,Black,173
4178,1667,S,Yellow,83
4179,1668,XL,White,57
4180,1668,M,Yellow,124
4181,1668,L,Yellow,149
4182,1669,S,Black,167
4183,1669,XL,Green,87
4184,1669,S,Blue,13
4185,1670,M,Yellow,75
4186,1670,L,Black,39
4187,1670,S,Yellow,97
4188,1670,M,Black,78
4189,1671,M,Blue,116
4190,1671,M,Yellow,87
4191,1671,M,Black,150
4192,1672,XL,White,38
4193,1673,S,Green,150
4194,1674,S,Blue,24
4195,1674,L,Black,88
4196,1675,M,Blue,166
4197,1676,S,Black,79
4198,1676,L,Black,175
4199,1676,XL,White,195
4200,1676,S,Black,64
4201,1677,S,White,149
4202,1677,M,Yellow,76
4203,1677,L,Black,163
4204,1677,S,Green,75
4205,1678,S,Green,51
4206,1678,M,Blue,40
4207,1678,S,Blue,135
4208,1678,XL,Green,50
4209,1679,S,Blue,27
4210,1679,L,Blue,3
4211,1679,M,Blue,6
4212,1680,L,Blue,121
4213,1680,XL,Green,0
4214,1680,S,Green,16
4215,1681,M,White,122
4216,1682,M,Black,13
4217,1682,M,Green,184
4218,1683,M,Red,143
4219,1684,S,Yellow,52
4220,1685,L,Yellow,15
4221,1685,S,Blue,165
4222,1685,S,Black,105
4223,1685,XL,Blue,192
4224,1686,S,Green,61
4225,1687,XL,Black,16
4226,1687,XL,Red,46
4227,1687,M,White,56
4228,1688,L,Black,129
4229,1688,XL,Green,150
4230,1688,M,White,28
4231,1688,XL,Black,36
4232,1689,S,Red,79
4233,1689,S,Black,109
4234,1689,XL,Red,59
4235,1690,XL,Green,23
4236,1691,M,Red,77
4237,1691,L,Red,64
4238,1692,M,Black,161
4239,1692,S,Black,3
4240,1692,M,Blue,173
4241,1692,XL,Green,159
4242,1693,L,Yellow,171
4243,1694,XL,Yellow,11
4244,1694,XL,White,171
4245,1694,XL,Yellow,189
4246,1695,M,Black,181
4247,1695,XL,Green,174
4248,1696,S,White,67
4249,1697,L,Yellow,129
4250,1698,M,Blue,22
4251,1698,L,Red,50
4252,1699,L,White,124
4253,1700,S,Red,109
4254,1700,XL,Black,112
4255,1700,S,Green,140
4256,1701,S,Yellow,28
4257,1701,S,Green,31
4258,1701,S,White,125
4259,1702,XL,Green,7
4260,1703,XL,Yellow,140
4261,1703,M,Black,163
4262,1703,M,Red,47
4263,1703,L,Yellow,65
4264,1704,S,Yellow,20
4265,1704,S,Black,38
4266,1704,L,Black,111
4267,1704,L,Black,178
4268,1705,XL,Black,133
4269,1705,M,Green,121
4270,1706,L,White,45
4271,1707,L,White,54
4272,1708,S,Red,6
4273,1708,M,Yellow,10
4274,1708,M,Red,47
4275,1709,L,Yellow,117
4276,1709,S,Black,64
4277,1709,L,Yellow,141
4278,1709,XL,Green,60
4279,1710,M,White,115
4280,1711,S,Green,34
4281,1712,XL,Blue,191
4282,1713,XL,White,31
4283,1713,M,Green,21
4284,1713,M,Red,22
4285,1714,M,White,6
4286,1715,L,White,46
4287,1715,L,Yellow,111
4288,1716,M,Blue,12
4289,1716,S,Blue,103
4290,1716,M,Green,125
4291,1717,XL,Green,65
4292,1717,M,Green,117
4293,1718,M,White,5
4294,1718,L,Red,104
4295,1718,XL,Black,44
4296,1719,M,Red,66
4297,1719,S,Blue,61
4298,1720,L,Black,170
4299,1721,M,Green,157
4300,1721,S,Red,173
4301,1721,S,Black,88
